,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date
826,2009,81598.84,81598.84,81598.84,2009-08-05
827,2009,144093.84,144093.84,144093.84,2009-07-31
828,2009,5428.54,5428.54,5428.54,2009-01-30
829,2009,479183.13,479183.13,1049815.0,2009-05-20
830,2009,1426586.0,1426586.0,1426586.0,2009-09-21
831,2009,0.0,0.0,909796.0,2009-09-30
832,2009,4067.19,4067.19,5000.0,2009-03-10
833,2009,1397524.32,1397524.32,5651212.32,2009-09-24
834,2009,324202.73,324202.73,377076.23,2009-09-14
835,2009,118039.17,118039.17,118039.17,2009-04-15
836,2009,90777.0,90777.0,90777.0,2009-06-08
837,2009,61916.0,61916.0,61916.0,2009-05-20
838,2009,80385.6,80385.6,80385.6,2009-08-07
839,2009,241206.68,241206.68,241206.68,2009-06-16
840,2009,114219.12,114219.12,114219.12,2009-06-26
841,2009,3482046.03,3482046.03,3482046.03,2009-09-21
842,2009,191223.48,191223.48,191223.48,2009-04-29
843,2009,791102.4,791102.4,2443771.2,2009-09-30
844,2009,7729.0,7729.0,0.0,2009-06-22
845,2009,229306.84,229306.84,229306.84,2009-04-03
846,2009,90740.72,90740.72,90740.72,2009-05-07
847,2009,401972.23,401972.23,3754029.03,2009-08-27
848,2009,23629.32,23629.32,23629.32,2009-09-23
849,2009,508.0,508.0,508.0,2009-02-11
850,2009,189642.6,189642.6,189642.6,2009-05-18
851,2009,4123.37,4123.37,4123.37,2009-08-14
852,2009,10444.08,10444.08,10444.08,2009-07-27
853,2009,26425.36,26425.36,26425.36,2009-03-24
854,2009,11723.67,11723.67,52492.82,2009-03-03
855,2009,605814.39,605814.39,605814.39,2009-07-02
856,2009,81343.85,81343.85,81343.85,2009-02-23
857,2009,11622.48,11622.48,11622.48,2009-07-13
858,2009,4562.82,4562.82,4562.82,2009-01-14
859,2009,7537.52,7537.52,7537.52,2009-03-23
860,2009,390095.38,390095.38,390095.38,2009-05-12
861,2009,130782.65,130782.65,130782.65,2009-09-22
862,2009,39557.7,39557.7,197788.5,2009-01-30
863,2009,156136.8,156136.8,156136.8,2009-09-11
864,2009,2403245.71,2403245.71,2403245.71,2009-09-10
865,2009,8925.15,8925.15,8925.15,2009-07-17
866,2009,223934.84,223934.84,223934.84,2009-08-06
867,2009,29690.19,29690.19,29690.19,2009-08-05
868,2009,3134.4,3134.4,3134.4,2009-07-07
869,2009,1150000.0,1150000.0,0.0,2009-09-17
870,2009,5238.65,5238.65,5238.65,2009-07-21
871,2009,25045.3,25045.3,25045.3,2009-09-15
872,2009,137786.0,137786.0,137786.0,2009-09-30
873,2009,5453530.18,5453530.18,139752709.82,2009-08-14
874,2009,45066.09,45066.09,45066.09,2009-09-03
875,2009,43395.0,43395.0,43395.0,2009-04-10
876,2009,2890.0,2890.0,2890.0,2009-03-30
877,2009,38970.44,38970.44,38970.44,2009-05-28
878,2009,150983.48,150983.48,150983.48,2009-07-28
879,2009,26630.88,26630.88,26630.88,2009-09-29
880,2009,83975.52,83975.52,83975.52,2009-03-03
881,2009,202113.6,202113.6,202113.6,2009-05-18
882,2009,15930.16,15930.16,60378.64,2009-09-25
883,2009,17906.0,17906.0,17906.0,2009-08-19
884,2009,18695.82,18695.82,18695.82,2009-09-02
885,2009,55872.97,55872.77,55872.97,2009-07-08
886,2009,52675.59,52675.59,52675.59,2009-08-28
887,2009,196349.22,196349.22,196349.22,2009-03-31
888,2009,545845.0,545845.0,545845.0,2009-09-30
889,2009,220258.6,220258.6,220258.6,2009-03-19
890,2009,238089.42,238089.42,238089.42,2009-05-13
891,2009,7770.94,7770.94,7770.94,2009-06-09
892,2009,2417924.48,2417924.48,11707409.68,2009-09-23
893,2009,25440.0,25440.0,25440.0,2009-03-11
894,2009,66193.05,66193.05,0.0,2009-03-03
895,2009,250000.0,250000.0,250000.0,2009-01-29
896,2009,75772.8,75772.8,75772.8,2009-08-26
897,2009,2234046.35,2234046.35,2234046.35,2009-09-26
898,2009,17685.0,17685.0,17685.0,2009-09-15
899,2009,1191823.0,1191823.0,2000158.9,2009-08-20
900,2009,38869.88,38869.88,38869.88,2009-06-16
901,2009,90000.0,90000.0,90000.0,2009-04-10
902,2009,933447.2,933447.2,933447.2,2009-06-29
903,2009,605176.0,605176.0,605176.0,2009-04-20
904,2009,10871596.23,10871596.23,10871596.23,2009-05-01
905,2009,27102.08,0.0,27102.08,2009-09-30
906,2009,8134.39,8134.39,8134.39,2009-09-08
907,2009,64461.36,64461.36,64461.36,2009-03-31
908,2009,4550242.71,4550242.71,4550242.71,2009-09-21
909,2009,154272.2,154272.2,154272.2,2009-09-22
910,2009,5635.12,5635.12,5635.12,2009-07-31
911,2009,23684.1,23684.1,23684.1,2009-09-09
912,2009,24411.5,24411.5,24411.5,2009-04-07
913,2009,12070.1,12070.1,12070.1,2009-06-04
914,2009,90677.73,90677.73,90677.73,2009-08-04
915,2009,7196.18,7196.18,7196.18,2009-09-29
916,2009,94716.66,94716.66,94716.66,2009-09-04
917,2009,89049.95,89049.95,315657.22,2009-09-22
918,2009,2756.0,2756.0,2756.0,2009-07-17
919,2009,36771.0,36771.0,36771.0,2009-07-15
920,2009,2266784.65,2266784.65,2266784.65,2009-09-02
921,2009,8526.0,8526.0,8526.0,2009-04-28
922,2009,134075.75,134075.75,134075.75,2009-09-03
923,2009,475793.0,475793.0,0.0,2009-06-16
924,2009,490000.0,490000.0,1316775.25,2009-01-27
925,2009,373219.83,373219.83,373219.83,2009-09-25
926,2009,62424.61,62424.61,62424.61,2009-06-10
927,2009,245398.0,245398.0,245398.0,2009-02-11
928,2009,155863.2,155863.2,155863.2,2009-09-22
929,2009,305819.85,305819.85,305819.85,2009-05-13
930,2009,909614.4,909614.4,909614.4,2009-05-28
931,2009,188144.99,188144.99,188144.99,2009-03-06
932,2009,137660.34,137660.34,137660.34,2009-04-07
933,2009,28611.0,28611.0,28611.0,2009-06-23
934,2009,336760.0,336760.0,336760.0,2009-07-07
935,2009,59227.94,59227.94,59227.94,2009-08-24
936,2009,11277.76,11277.76,11277.76,2009-09-21
937,2009,70261.68,70261.68,70261.68,2009-02-26
938,2009,248489.08,248489.08,248489.08,2009-09-23
939,2009,655182.5,655182.5,655182.5,2009-02-05
940,2009,200000.0,200000.0,200000.0,2009-09-16
941,2009,54643.12,54643.12,54643.12,2009-03-04
942,2009,46971.89,46971.89,0.0,2009-02-25
943,2009,603988.0,603988.0,0.0,2009-09-30
944,2009,38232.78,38232.78,38232.78,2009-08-18
945,2009,140983.94,140983.94,140983.94,2009-06-17
946,2009,141076.03,141076.03,141076.03,2009-03-24
947,2009,20787.62,20787.62,20787.62,2009-09-24
948,2009,57047.05,0.0,57047.05,2009-09-30
949,2009,1098864.0,1098864.0,1098864.0,2009-03-19
950,2009,182765.66,182765.66,182765.66,2009-07-23
951,2009,343118.41,343118.41,343118.41,2009-09-09
952,2009,16174.8,16174.8,16174.8,2009-04-21
953,2009,17092.5,17092.5,17092.5,2009-05-18
954,2009,16068.0,16068.0,20000.0,2009-07-07
955,2009,1298043.68,1298043.68,1298043.68,2009-09-29
956,2009,313505.4,313505.4,313505.4,2009-08-24
957,2009,51089.13,51089.13,51089.13,2009-08-30
958,2009,267141.88,267141.88,267141.88,2009-07-28
959,2009,62824.74,62824.74,62824.74,2009-08-10
960,2009,480641.17,480641.17,480641.17,2009-06-23
961,2009,485000.0,485000.0,485000.0,2009-08-31
962,2009,90260.62,90260.62,95000.0,2009-08-25
963,2009,27153.83,27153.83,0.0,2009-07-10
964,2009,6003.02,6003.02,6003.02,2009-05-05
965,2009,54999.7,54999.7,54999.7,2009-08-07
966,2009,54843.54,54843.36,54843.54,2009-08-05
967,2009,19266.9,19266.9,19266.9,2009-08-07
968,2009,547714.0,547714.0,547714.0,2009-06-22
969,2009,18284.0,18284.0,18284.0,2009-07-07
970,2009,13143.96,13143.96,13143.96,2009-03-17
971,2009,36604.73,36604.73,36604.73,2009-03-24
972,2009,12669.29,12669.29,12669.29,2009-09-16
973,2009,18135.39,18135.39,18135.39,2009-09-14
