,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date
398,2009,1510.0,1510.0,1510.0,2009-09-21
399,2009,1060.0,1060.0,1060.0,2009-01-21
400,2009,4240.0,4240.0,4240.0,2009-05-21
401,2009,754.0,754.0,754.0,2009-04-21
402,2009,377.0,377.0,377.0,2009-07-09
403,2009,192307.69,192307.69,192307.69,2009-02-26
404,2009,24179.2,24179.2,24179.2,2009-06-15
405,2009,332.0,332.0,332.0,2009-02-09
406,2009,2639.0,2639.0,2639.0,2009-09-23
407,2009,12857.33,12857.33,12857.33,2009-07-14
408,2009,98968.35,98968.35,98968.35,2009-02-25
409,2009,1510.0,1510.0,1510.0,2009-05-04
410,2009,754.0,754.0,754.0,2009-08-31
411,2009,754.0,754.0,754.0,2009-09-11
412,2009,105741.58,105741.58,105741.58,2009-02-05
413,2009,332.0,332.0,332.0,2009-03-18
414,2009,377.0,377.0,377.0,2009-02-11
415,2009,377.5,377.5,377.5,2009-09-21
416,2009,5300.0,5300.0,5300.0,2009-05-22
417,2009,677.16,677.16,677.16,2009-01-05
418,2009,68900.0,68900.0,68900.0,2009-05-19
419,2009,15661.8,15661.8,15661.8,2009-03-16
420,2009,473347.14,473347.14,473347.14,2009-09-17
421,2009,18330.48,18330.48,18330.48,2009-03-31
422,2009,7368526.22,7368526.22,39328024.28,2009-06-05
423,2009,664.0,664.0,664.0,2009-08-11
424,2009,3775.0,3775.0,3775.0,2009-01-05
425,2009,1885.0,1885.0,1885.0,2009-08-12
426,2009,3020.0,3020.0,3020.0,2009-02-18
427,2009,1131.0,1131.0,1131.0,2009-02-03
428,2009,520.0,520.0,520.0,2009-09-28
429,2009,3775.0,3775.0,3775.0,2009-02-23
430,2009,530.0,530.0,530.0,2009-05-13
431,2009,754.0,754.0,754.0,2009-07-15
432,2009,3775.0,3775.0,3775.0,2009-07-06
433,2009,1325.0,1325.0,1325.0,2009-07-21
434,2009,4152.5,4152.5,4152.5,2009-07-13
435,2009,377.0,377.0,377.0,2009-05-04
436,2009,332.0,332.0,332.0,2009-06-15
437,2009,377.5,377.5,377.5,2009-04-16
438,2009,682500.0,682500.0,682500.0,2009-03-02
439,2009,2199.8,2199.8,2199.8,2009-06-24
440,2009,688897.43,688897.43,688897.43,2009-09-21
441,2009,171116.99,171116.99,171116.99,2009-09-29
442,2009,132978.0,132978.0,132978.0,2009-01-28
443,2009,377.0,377.0,377.0,2009-08-11
444,2009,754.0,754.0,754.0,2009-01-26
445,2009,754.0,754.0,754.0,2009-09-02
446,2009,250000.0,250000.0,250000.0,2009-02-26
447,2009,481.14,481.14,481.14,2009-01-28
448,2009,377.0,377.0,377.0,2009-08-20
449,2009,2639.0,2639.0,2639.0,2009-08-31
450,2009,399830.32,399830.32,498292.8,2009-02-03
451,2009,205040.0,205040.0,205040.0,2009-03-18
452,2009,1132.5,1132.5,1132.5,2009-04-02
453,2009,1887.5,1887.5,1887.5,2009-01-26
454,2009,1325.0,1325.0,1325.0,2009-07-24
455,2009,530.0,530.0,530.0,2009-05-28
456,2009,377.0,377.0,377.0,2009-08-12
457,2009,4097.04,4097.04,4097.04,2009-03-31
458,2009,755.0,755.0,755.0,2009-08-20
459,2009,3770.0,3770.0,3770.0,2009-01-26
460,2009,109950.0,109950.0,109950.0,2009-05-11
461,2009,583.74,583.74,583.74,2009-01-14
462,2009,377.0,377.0,377.0,2009-07-29
463,2009,530.0,530.0,530.0,2009-09-15
464,2009,530.0,530.0,530.0,2009-02-04
465,2009,377.0,377.0,377.0,2009-09-24
466,2009,1992.0,1992.0,1992.0,2009-05-19
467,2009,795.0,795.0,795.0,2009-07-15
468,2009,428270.11,428270.11,428270.11,2009-08-04
469,2009,51803.05,51803.05,51803.05,2009-04-07
470,2009,33055.81,33055.81,33055.81,2009-09-25
471,2009,11719.1,11719.1,11719.1,2009-05-27
472,2009,1131.0,1131.0,1131.0,2009-09-24
473,2009,17624.66,17624.66,17624.66,2009-02-03
474,2009,1660.0,1660.0,1660.0,2009-01-12
475,2009,4854368.93,4854368.93,29344829.17,2009-09-30
476,2009,23221.93,23221.93,23221.93,2009-09-18
477,2009,754.0,754.0,754.0,2009-04-08
478,2009,754.0,754.0,754.0,2009-06-29
479,2009,371.5,371.5,371.5,2009-09-28
480,2009,3500000.0,3500000.0,3500000.0,2009-01-21
481,2009,51.96,51.96,51.96,2009-09-03
482,2009,95238.1,95238.1,95238.1,2009-04-03
483,2009,2650.0,2650.0,2650.0,2009-04-02
484,2009,377.0,377.0,377.0,2009-09-03
485,2009,12080.0,12080.0,12080.0,2009-04-27
486,2009,332.0,332.0,332.0,2009-04-22
487,2009,754.0,754.0,754.0,2009-08-04
488,2009,2642.5,2642.5,2642.5,2009-03-31
489,2009,377.0,377.0,377.0,2009-08-20
490,2009,5662.5,5662.5,5662.5,2009-06-16
491,2009,530.0,530.0,530.0,2009-08-10
492,2009,3775.0,3775.0,3775.0,2009-07-13
493,2009,123809.52,123809.52,123809.52,2009-09-23
